Text,Label,Notes
"Just watched this tonight. To the specific point of how the cops were waiting for Gittes in Chinatown, when Gittes arrives, his two associates are already there, handcuffed. Gittes had called them at the office and told them if he didn’t resurface in a couple hours, they should meet him at 1712 Alameda in Chinatown.

Why does the movie spend time showing Gittes calling his operatives? The only real plot purpose is to give an explanation of exactly how the cops got there before Gittes. After Gittes gave the cops the slip at Curly’s house, if the cops deduced that his operatives would probably assist in his getaway, they would have found them at the office, put a tail on them when they left, and the operatives would have lead the cops right to 1712 Alameda.


Нравится
2

Не нравится

Ответить
",analysis,"Complex. Solves a specific plot hole using evidence from the film, though lacks broader thematic discussion."
"Maybe I'm misremembering the movie after so many years, but from what I remember, Jake extremely incompetent. He stumbles accidentally from reveal to reveal unable to ever guess what is actually going on. He's not capable at all, unlike your classic noir characters who always has every schemr figured out. Its been a while though so maybe I just am not remembering the movie correctly.

",reaction,
"Yes! I always thought it was such a weird ending given that the only relevance Chinatown has during the first 90% of the film is that the MC worked there and it was apparently awful.

",reaction,
"I mean he's shown to be quite crafty, sticking a watch under a car tire, coughing to rip the paper out in the library, taking someone's business card and using it as his fake identity, pretending to take a picture of his partner rowing to photograph someone else passing by etc... he's not exactly a bumbling idiot, he seems experienced, which is why I don't think he'd ever try cornering a powerful billionaire mastermind alone

",analysis,"Borderline. Uses specific scenes to counter a point about character competency, but lacks broader thematic depth."
"Thaniyavarthanam (1987) is the most precise movie I have seen about superstition and societal gaslighting around it (Light spoilers below)

Mammootty plays Balagopalan, a completely normal schoolteacher whose family has a historical pattern of the men going ""mad.""

But he doesn't. He doesn't go mad. That's the point.

​What makes A.K. Lohithadas' script so devastating is how he accurately captures the mechanics of superstition. There is no grand speech where logic wins out. Instead, the belief system of the village is entirely unfalsifiable. There is no courtroom judgement. The village whispers when he is acting sane on how he is concealing it. Mammootty's performance really anchors this because it's so incredibly restrained. He isn't playing a man going crazy—he’s playing a man exhausting himself trying to be legible to people who have already made up their minds about his fate. The tragedy is entirely in that gap between his desperate effort to stay grounded and their unyielding perception of him.

​ The title translates roughly to ""The Repeating Rhythm,"" and that's where the real thing lies. It’s not just about one man falling apart, but the realization that this was always going to happen, and will keep happening to the next man in the family, unless someone breaks the cycle. And the film leaves you with zero optimism that anyone ever will, especially when the climax hits you.

I would like to recommend this masterpiece to all the true film cinephiles. This is what you go to when you want an old movie to surprise you. It's a cult classic of the Malayalam Industry and the Malayalam Industry itself is an ocean dive for true cinema. For the movie itself I would place it among the finest psychological dramas; the plot might not be as complex as some others on the list but the scientific precision of screenplay and near-perfect molding of psych tragedy and social realism makes it unique in itself.

Thank you. It was the second time I saw this movie yesterday and I decided to post about it.

Edit: It's also exceptionally devastating... Like it won't leave you crying, and instead would leave you just emotionally disturbed and exhausted. It suffocated me psychologically and emotionally, and I believe it does that to all who watch it. It's surely among the most devastating tragedy films, and probably the only movie I have seen that traumatises you through helplessness.


Нравится
32

Не нравится

4
Перейти к комментариям

",analysis,
"ust finished ""Gone Baby Gone"" A great idea, but poor execution
This film is weird in so many ways. First of all, the editing. The scenes don't really seem to add up, and I can't even explain it because this is the first time I've found myself talking about a movie's editing. The transitions between scenes happen so suddenly that you can actually feel the hard cuts. On the other hand, it feels incredibly real, especially the sets and most of the actors. I guess a lot of the scenes were actually shot on real streets with real people. If you add that up to the rough editing, it gives you the feeling of an FX true crime show rather than a movie.

The movie is also weird because it’s so straightforward. In most mystery movies, the story starts with about four different plotlines, and we follow them until we realize they all lead to the mother. Then, they go back to her and the big revelation happens. But here, it’s just like, ""Yeah, the mother knows.""

After Amanda’s alleged death, we start to see how it affected Casey's girlfriend, and how that starts to make him feel more responsible. They showed all of this in just a quick, one-minute scene. Then, his friend calls saying he found the pedophile suspect, so they go there. From the very first minute, you feel like something is off. I said to myself, ""Okay, now the real story begins.""

Then he calls Ed Harris and Nick, and they just show up. Aren't they supposed to report this to the station, get real backup or a SWAT team, and have a proper raid warrant? I was like, how?! After Morgan Freeman basically got fired, shouldn't they be a little bit more careful for a while? Then, that big shootout happens, the bad guys die, and Casey gets involved and kills a guy with a bullet to the back of his head.

That part was also weird, because how did they even explain Casey Affleck being there? And how did they explain him killing someone with a shot to the back of the head? How did nobody investigate Casey or question what was actually happening?

Then our guy (Casey Affleck) has absolutely no reason to suspect anything about Ed Harris. But then, out of nowhere, Ed Harris drops the name ""Ray."" Right after that, Casey goes to just one dinner and suddenly knows all of Ed's dirty laundry. It all just falls into place way too quickly.

And then he calls Helene's brother, and another one-minute scene reveals his relation to Ed Harris. Then, after two shots, he spills everything. I was like, wow, who the fuck is this Casey Affleck and why does he even have to show up?

Even after we know all these guys had good intentions, it also feels weird. Like, Helene is a drug addict and has connections to thugs, wouldn't it be easy to just take Amanda from her? Why did they need to do all that?

This movie gives the feeling that someone who wrote it only thought about the big events of the story and just forgot to add the little details and sequences that build up to those major events. That's why when I think about those events, I think it could make a good movie, but it's all about the way we reach them.

But with all that being said, I kinda enjoyed it. It shocked me how stacked the cast was! I only knew this was a Casey Affleck movie, but then Morgan Freeman, Ed Harris, and Amy Madigan showed up. Then freaking Lalo Salamanca (Tony Dalton) and Omar (Michael K. Williams) appeared, and I was like, okay, I can see Ben Affleck used all his Hollywood connections for this one.

Also, Amy Ryan is a fantastic actress, by the way. She actually made me shed a tear in one scene. When she saw Ray killed, it was like a slap in the face that brought her back to reality and the absurdity of what was happening. For the first time, we see a glimpse of the mother that was hidden deep down under layers of drugs, alcohol, and an alternate reality.

""I am hungry... that's what she said. Will they feed her?"" That line was heartbreaking


Нравится
0

Не нравится

1
Перейти к комментариям

",analysis,"Complex. A mix of technical critique (editing, pacing) and plot hole pointing, ending with performance praise."
"The Devil Wears Praxis - Why I Didn't Love ""I Love Boosters""
(Link to this review on my letterboxd: https://letterboxd.com/glasshalftrue/film/i-love-boosters/)

Unfortunately, I did not love Boots Riley's ""I Love Boosters"". I really liked ""Sorry to Bother You""; it was messy and not everything worked, but it was so bursting with energy and vibrancy and creativity that I could overlook the occasionally clunky dialogue and overly ham-fisted political messaging. ""I Love Boosters"" takes that and turns it up to eleven, both the good and the bad, and ultimately to diminishing returns. I genuinely love the film aesthetically--the colors are gorgeous, the actors do great with what they have to work with, the stop-motion sequences and miniatures and chase sequences remind me of Wes Anderson in the best way, LaKeith Stanfield is so fucking hot oh my god if I had a pussy I'd let him eat it, but... man, the writing is just weak!

Boots Riley clearly just wants to make leftist propaganda, which for the record I don't necessarily have a problem with; I wrote a whole Substack (https://glasshalftrue.substack.com/p/non-didactic-art-must-be-misinterpretable) in which I partly defend STBY's didactic tendencies. But even if you think Subtlety Is For Cowards, you still need to do the bare minimum of constructing a coherent, compelling narrative, or else you might as well just write an essay or something. But the characters in ILB are almost all very one-dimensional, and not in an over-the-top enough way for it to work, and the whole teleporter/accelerator/deconstructor tech feels like kind of an apt metaphor for how the film feels like a jumbled together mess of ideas that don't really fit well together. LaKeith Stanfield was by far the most compelling character and subplot in the whole thing--he just oozes sex and charisma and his whole ""literal demon but kind of shitty and lame"" shtick is genuinely very novel and funny and interesting--but he's painfully underutilized.

I think comparing Steven Yeun and Eiza González's characters in STBY and ILB respectively is a useful illustration in why the former works so much better. Both are essentially mouthpieces for Riley's leftist agenda, but with Yeun there's at least an attempt to make him more than just that. He's a union organizer, but he also gets into sexual/romantic competition with LaKeith Stanfield's character, and has that weird line about having an STD (which I actually think lands kind of flat but at least shows an attempt to give his character some quirks and nuance!). By contrast, Eiza González's character is entirely there to recite the movie's Message. She repeatedly tries to get the Velvet Gang to join her in the protest she's organizing, spouts off theory about dialectical materialism, helps them whenever they need it... I honestly couldn't tell you a thing about her character, because she really isn't one. She's Boots Riley dropping himself into the narrative so he can steer the characters in the direction he wants them to go, rather than letting them create the story of their own accord.

It's frustrating when a movie is mid not because every element is mediocre, but when some parts are done really well and some parts are just extremely lacking. Like I said, I really love Riley's directorial style and eye for aesthetics. I just wish he was as good of a storyteller as he was a director.

",analysis,
"Respectfully disagree! I actually don’t think all of your points are invalid, and I do enjoy STBY better than ILB, but I don’t think there is harm in a message being over the top when…everything else is also over the top too. It’s maximalist absurdism, and it holds true to that.
The story itself I also enjoyed, I thought that it did a great job of showing the escalation leading to the end, and wrapping the political message into the fun messy chaos of the movie. Adding in the elements of worker’s issues at the factory level provided some great depth to the plot.
Where I completely agree is character depth though, I don’t believe that any character besides Corvette really was carved out deeply. I had fun with the movie and characters but they were all just more flat around Corvette. I don’t agree that Stanfield was the most compelling character personally, I thought his character came off more as a joke piece but I did enjoy it nevertheless.

",analysis,Borderline. Counters an analysis but relies mostly on personal enjoyment and broad terms like 'maximalist absurdism'.
"I agree with a lot of this. Particularly, the Eiza Gonzalez character truly is just in the movie to vomit theory that has little to do with anything. Sorry To Bother You was a movie about labor organizing from top to bottom. The main characters of I Love Boosters want nothing to do with labor organizing, like they are explicitly saying several times that the greater conceptual struggle has nothing to do with them and it has no bearing on how they act.

Purely as a movie, I think the sci-fi element falls flat. There’s multiple scenes that are just characters explaining how the sci-fi device works, and this does not matter, because the movie is constantly inventing new rules for what the device can or can’t do in a given scene. I guess that’s supposed to be a metaphor for dialectical materialism, but as the main thing that the second half of the movie revolves around, it kills momentum and suspense.",analysis,
"Hmm. Good breakdown, but I don't think I agree at all.

A decent chunk of this argument is contingent on Gonzalez's character being some flavor of self insert, and I don't think her character is at all meant to be a self insert for Riley; her antics are frequently the butt of the joke, and there's a certain ""this is still a privileged position"" criticism happening in regards to her unionizing/salting efforts. If anything, she's there to highlight that—although there is inherent value in theory—there's a tendency in leftist circles to idealize the words-on-paper and ignore the material conditions of the very people they intend to liberate. Here, we see her efforts as theoretically sound but wholly impotent until the latter half of the movie when the Boosters become the praxis wing to Gonzalez's theory. 

This is critical to unpacking what Riley intends to communicate: like STBY, it's far more useful to look at these characters as personifications of Marxist concepts placed in some kind of social pressure cooker as opposed of trying to look at them as agents of plot development. To be clear, I don't think Boosters was perfect. I think Riley is only somewhat successfully straddling the line between his conception of a revolutionary cinema and that of an American blockbuster, when it's clear his skills are far stronger in the former. That said, I also think he'd agree and would likely argue that that line has to be straddled for funding purposes.

Credit where credit is due though, ""The Devil Wears Praxis"" is an incredible title and I'm both jealous and envious of it! Thanks for starting this discussion",analysis,
"What if Alejandro Jodorowsky got to make Dune?
What if Alejandro Jodorowsky got to make his version of Dune?

I re-watched Jodorowsky’s Dune recently and I am still fascinated at the history of this project and how Jodorowsky almost made Dune and I wonder what would’ve happen if Jodorowsky got to make Dune. What the critical reaction would be and how the audience would respond. I made a post of this before, But I decided to go in more detail.

Regardless on what people think of Jodorowsky. He managed to get all the right people on the project he managed to get Moebius, Chris Foss, Dan O’Bannon, H.R Giger to help him with designing the film, making the special effects, and helping him storyboard the film and those results have resulted in some of the best artwork i’ve seen.

The Cast Jodorowsky assembled is also just top tier as well. Casting Brontis Jodorowsky as Paul and Salvador Dali, Orson Welles, Gloria Swanson, Mick Jagger, Alain Delon, David Carradine, Geraldine Chaplin, Herve Villachaize, Udo Kier, Amanda Lear in major roles as well.

One thing that intrigued me with the Documentary and this comes from a deleted scene from the film, is that according to producer, Michel Seydoux, they mostly had all the funding to make Dune, they just needed make a deal with an American Studio for distribution, so that their film didn’t get iced out in the US. But apparently, Jodorowsky damaged any deal because anytime a executive tried to ask for a compromised, he would get insulted they would try to censor his art and was uncompromising, and being the provocateur that he is, would go more outrageous and it scared American Investors off, and this was what caused to film to be stalled and cancelled.

Now, I wonder what would’ve happened if Jodorowsky did make Dune. I know people have claim that if he did, the Sci-Fi Genre would've stalled and something like Star Wars would not get made. Not Necessarily, Star Wars was happening one way or another as George Lucas had made a big success that is American Graffiti, and because of that film, it made 20th Century Fox approachable to Star Wars and they greenlighted the film in February of 1975 and filming for Star War started in March of 1976, and Jodorowsky didn’t got try to sell Dune to US Studios until 1976. So If Jodorowsky got to make Dune, it probably wouldn’t been released until of Star Wars release or After it.

So I had 2 thoughts on if Jodorowsky’s Dune did get made. If Dune was not a success, it would’ve been seen as this weird oddity and a Cult Hit and Studios would’ve written it off as Something you should not do, but I think it wouldn’t have stop the sci-fi craze that Star Wars made. Just something the Studio would learn from.

But If Dune was a success, then probably would’ve open the floodgates for that type of Sci-Fi Film, maybe a Watershed Moment and a visual masterpiece. But it depends.

Regardless, Jodorowsky’s Dune is jus a fascinating documentary and I’m just fascinated that Jodorowsky managed to get the right people for this project and almost managed to make the film.",analysis,Complex. Analyzes film history and hypothetical scenarios rather than a specific film's text.
"What I learned from the documentary was that Jodorowsky was fundamentally temperamentally unsuited to making a major studio picture like this. He was a maverick who enjoyed flouting norms of responsibility and practicality in the name of art, which is punk and cool I agree, but he couldn't even pretend to get on the same page with producers and other money men to convince them the project could feasibly be made. And he made dramatically unserious decisions like agreeing to pay Dali absurd sums to play the Emperor. That just speaks to a lack of maturity - more interested in talking a big game about how he'd like to do the movie than make any hard choices to get the movie actually made.

So to me Jodorowsky's Dune is not something that could have been, it was something that was quixotic and never gonna happen. Really he was wasting everybody's time. It's very cool that he accidentally assembled the creative team that went on to do Alien though!",analysis,"Borderline. Discusses the director's temperament and production history, but reads somewhat like a personal reaction to the documentary."
"Personally, I think one of the biggest shortcomings of the David Lynch version was that it was too different from the book to tell the book's story and too similar to the book to tell the movie's story. It's the worst of both worlds. For example, I hated how Paul was the hero in the movie when the book tells a far more nuanced story. The movie was trying and failing to tell the book's story, and that completely destroys much of the story's warnings about charismatic leaders and the horrifying allure of absolute power. The Jodorowsky version would have also had Paul as the hero, but that wouldn't have bothered me because it wasn't really trying to tell the book's story.

As a fan of the original book, I would have much preferred the David Lynch version if it had just set out to tell the movie's story instead of shooting itself in the foot trying to tell the book's story while simultaneously refusing to commit to the book. The David Lynch version also just doesn't truly commit to itself. The Jodorowsky version did commit to telling a story, its own, unique story. And I think it would have been so much better for it. Unrealistic vision aside, I think it would have had a stellar cast, bold ideas, and artistic visual storytelling. I don't know if there was ever truly a chance of it being made without some serious compromises, but I think it would have been fascinating to see. I personally think I might have enjoyed it.",analysis,
"Suzume (2022) Review
I watched Suzume today, and I didn't think this movie would make me emotional. The setup was such that I thought in the end Souta would become fine, they would find a way to close all the doors, and the movie would have a happy ending. But then we are shown Daijin’s POV, and then finally that ending where Suzume meets her younger self. That was extremely emotional. The movie’s animation and music were amazing, just like every other Makoto Shinkai movie, but this time the story was quite different. 9/10 in my opinion.",reaction,
"I’m in the camp that thinks this film is generally underrated. While a bit repetitive at times, i don’t think i’ve come across another film with action sequences so deeply imbued with emotional resonance. It’s by no means a perfect movie but I think it’s quite the achievement.

",reaction,
"I’m going to be honest but I really didn’t like this film, especially the aspects of Suzume wanting to throw away everything for Souta when they’d spent all of a week together not even. I know some people get hung up on their age difference (which becomes even more of an issue to some degree when you find out about the arrest/jailing of the producer of this film, because it does put an extra layer on top of the romance in the film that makes you look at it a bit differently once you know that.) I liked the animation and thought that was impressive, but overall the story just didn’t do much for me and I felt it needed another rewrite or two to tighten it up.",reaction,
"I love this movie. The sky over Tokyo makes me tear up every time. As someone who grew up in a seismically stable part of the world, it really brought home to me the quiet horror of living in a place where the land itself might try to kill you


",reaction,
"Thoughts on Central Station (1998) by Walter Salles?
For me, this was a film about God, or his absence, and how to act as if he might exist in this absence. The film circles him constantly, like people talking in a room where someone important is absent but still being listened for. I think the words painted on the back of that truck really sum it up: “Tudo é força, só Deus é poder” (“Everything is strength, only God is power”) The boy’s absent father who he is searching for the entire film being named Jesus is also very on the nose.",analysis,
"The Hunt (2020) VS Civil War (2024)
I've recently watched Civil War and just now watched The Hunt as I was bored and wanted to find a movie to watch. Im not one to really talk or care about politics and all the intricacies of film and the politics it caters to. However, what strikes me as odd is that one movie (The hunt) is hilariously exaggerated in what the side of liberal leaning people think of and will do. Like in the movie the whole concept that liberal elites would round up random (somewhat right leaning people) and go on a hunting spree against them is just hilariously ludicrous that it makes me think to people on the right honestly think thats how liberals would act or think or idk talk?

Meanwhile you have Civil War which then shows the opposite side of the spectrum except its almost so realistic it doesn't seem exaggerated in a way(and im trying not to be biased or anything but after watching these movies almost back to back it just hinestly got me thinking). Like I have infact heard conservatives ask people where they are from and what kind of american they are and stuff like that in public which is crazy but like true...idk i know the Hunt is supposed to be a sarcastic parody to the democrats and their line of thinking but like honestly It felt really funny to watch these 2 movies and compare them. Idk what anyone else may think. But its Definitely interesting to think about.",analysis,Complex. Compares two films based on political realism and societal observation rather than cinematic techniques.
"I never seen the hunt . I saw after the hunt with Erin brokovich but I think that must be a different film

The part about civil war tho that makes it seem more realistic is that it’s fragmented and not monolithic. It’s not all conservatives everwhere rounding up anyone that looks different, nor liberals doing all that. From I remember it’s mostly just that one guy with the funny shades. There are other people shooting at them here and there but they seem to maybe just be shooting at anyone indiscriminately not sure been a while. But for the most part there are two armies doing things offscreen. The part of the country the characters travel thru is not like that. Everone is just figuring it out for theyselves , Trying to survive and be left along. it feels more post-war or post-apocalypse . Even they buy gas from those rural fellers who seem likely to disagree with they politics but nevertheless they share a commerce then go they separate ways.

So yes. It’s very believable that when a country falls into civil war a rogue civilian here and there takes matters into his own hands , uses it as the excuse to grind his own (hateful axes 🪓 . That is not unheard of by any stretch of ones imagination one ☝️ 💭",analysis,"Borderline. Discusses the realism of the setting and societal breakdown, though the writing style is casual."
"The Hunt is a riff on The Most Dangerous Game, which was first published in 1924 and has been adapted hundreds of times. While the original was more about the irony of a rich big game hunter falling prey to a richer, even bigger game hunter, class disparities have been a central part of its retelling since the start.

Hell, I coincidentally saw Hard Target the other day, which has as many rocks for brains as youd expect from a John Woo/JCvD joint, and yet still hammered home that its lead was a homeless, Cajun veteran and its villains were white South Africans, and the cops were either corrupt or too busy to do anything to stop them hunting in 90’s New Orleans.",analysis,
"The Hunt"" is lousy and artless; plays like a conservative fever dream. Even if insincere or a parody, I don't think most people watching the movie interpret it as satire. This is what some of the ""bunker conservatives"" arming themselves and shit-posting on the alt-right message boards actually think, and there's some heavy QAnon overlap: soulless limousine liberals hunt down working class rebels.

""Civil War"" is much more realistic, and came out months before the 2024 election almost as a warning. It's mentioned that Nick Offerman's dictator disbands the FBI (which gutting it severely would be the same thing) and declares an illegal third term for himself before eventually using drones against U.S. civilians. Just the other day President Voldemort was bragging about how his White House bunker will have a drone port where he can launch drones all over D.C. from underground, and he already put National Guard troops in California and Minnesota last year with the governors not wanting him to, which is the first time that's happened in 60 years.

In fairness, Alex Garland just recognizes obvious patterns, and could've just as easily made his movie about Russia under Putin. One of his characters even comments on how these types of guys are basically the same. The finale at the White House (with Offerman hiding and still trying to negotiate some deal where he gets away even though his death will end the civil war) is very realistic, and a reminder that instead of endless, years-long negotiations with Putin to ""end the invasion"" he single-handedly started, you could just kill him and end it that way.",analysis,Complex. Heavily political analysis comparing the films to real-world current events and figures.
"Don't think I saw The Hunt but I think there have been several similar movies, and they have been more about rich vs poor/middle-class than right vs left. But both sides have extremely distorted views of each other. Civil War was incredible in its realism, and very clearly a criticism of the right, though tries to show the left realistically too, not as heroes. I believe that movie got bad initial ratings? Because it was too realistic in my opinion, people didn't want to face that their country was on the actual brink of this. It could also be seen as inciteful. Then comes 2025 and Trump moves ever closer in the direction of the events of the movie. Some of the characters like Jesse Plemons's are very extreme of course, just a psycho given free reign in the chaos. But most of the rest of the movie doesn't seem unrealistic of what each side would be capable of soon as the first bullet's fired (though bullets have been fired so I'm actually surprised a war hasn't broken out already). Each side demonizes and dehumanizes the other too much. If it continues it can only lead to events like in Civil War.

",analysis,Complex. Focuses on the societal and political realism of the film rather than cinematic elements.
"Is Guy Ritchie’s In the Grey an anti-film?
Watching In the Grey, I was genuinely taken aback by how it not only lacked but seemed completely disinterested in what you might consider to be the building blocks of action (or indeed any) filmmaking – from establishing and developing character and motivation, to creating tension within a scene or across the course of the film.

Was there a single scene where a main character’s dialogue was intended to reveal something meaningful about their personality? Did any character grow or change in any real way over the course of the film? Was there any inner turmoil at any point? Or a moment where we were actually led to fear for the safety of our three protagonists or doubt their ability to overcome the obstacles put in their path?

And to ask a less rhetorical question, was all of this a deliberate choice?

When even your big showdowns against the primary antagonists at the climax of the film are rushed through in barely a minute (with no jeopardy for our heroes whatsoever), when your main ‘goodies’ have zero conflict between or within themselves, and when there’s not even the slightest effort to wrap up the protagonists’ stories once they’ve recovered money for a faceless company that they didn’t even pretend we had a reason to care about , you have a level of slapdash incompetence that would be hard to rationalise in a first-time filmmaker, let alone an experienced hand like Ritchie.

It isn’t enough to say that it’s because he is making a lowest-common-denominator action film. Many other examples of that field at least go through the motions of trying to provide what is generally required of a movie – a token scene to establish some emotional investment, a thinly sketched character arc. These efforts may sometimes be painfully underwhelming, but there was at least an awareness that these things are usually needed.

I’m not sure In the Grey is even trying to do these things. So what is it trying to do? Be an attempt at a James Bond-style franchise of glamorous locations and untouchable action men/women? But the Bond films typically understood that to get away with your hero being an unchanging superhero, you needed some vulnerable characters around him, satisfying face-offs with colourful villains who presented a threat, and plots that might hurt innocents rather than money men. In the Grey doesn’t concern itself with any of this either.

Or is it a conscious escalation of the ‘Netflix movie’ formula? Where plot and character and anything that might take a second to digest or think through are dispensed with so completely that what remains is a series of frictionless, meaningless scenes with frictionless, meaningless dialogue, all of which actively avoids what is required to make a film satisfying. An anti-film, if you will.

That was my best guess as I emerged from the film today. Not a particularly shocking or sophisticated take, but I was surprised by how In the Grey’s ultra-careless anti-filmmaking got under my skin, and I was curious whether others agreed or felt I was overreacting (as I didn’t enjoy Ritchie’s brand of smug, swaggering, hypercapable protagonists swanning effortlessly through events in The Gentlemen or The Ministry of Ungentlemanly Warfare either).


Нравится
30

Не нравится

20
Перейти к комментариям

",analysis,"Complex. Deconstructs the film by analyzing what it lacks (character development, tension) and questions its intent as an 'anti-film'."
"I think Ritchie has a bad case of firstdegreitis. Nowadays, he really only aspires to show us how Statham is badass or Cavill handsome. And like, that's cool on paper, but it's not really interesting.

Take The Gentlemen vs Snatch or Lock Stock... In his older gangster movies, we followed scrappy underdogs who had as much ridiculous moments as they had awesome ones. In The Gentlemen, we just follow the druglord protagonist being suave and manly and defeating the bad criminals while being good friend to the British aristocracy. It's a fun movie, but the spark is missing, the irony is absent. By being more direct, his movies become also, in a way, less authentic.",analysis,
"he decline in Ritchie's writing has really stood out to me in recent years.

Even though everyone in Lock Stock... was a caricature the dialogue skipped by, it had a rhythm and a pace the really drove scenes and the characters were fun. Additionally they each had intertwined back stories and motivations.

By the time Operation Fortune came out each character had far less depth, often being reduced to a single ""thing"" or quirk and really devoid of any real motivation.

The script also felt like a first pass. Lock Stock, Snatch and he'll even Revolver were full of callbacks, running gags and moments that undercut your expectations. His latest work treats just repeating a thing as decent writing and moves on, almost as though his first draft is good enough.",analysis,
"I actually really enjoyed it for precisely the reason you hated it. I haven’t seen a new Guy Ritchie movie since RockNRolla so I don’t know how any of this developed.

I am so so bored of the first acts of 90% of movies, which set up the story in the same way. The vast majority of the time it’s some Save the Cat bullshit where the main character really needs to rob the bank because of their sick mother or whatever. “Tuner” was a decent movie but a good recent example of this. I’m tired of being able to watch a movie and think “oh it’s around minute 30, time for the inciting incident.”

“In the Grey” was just like - fuck it. Let’s not even do the story beats. We’ve seen it a hundred times. Let’s just do the set pieces. So yes, the story is very Scooby Doo but I’ll take it nine times out of ten over watching the same beats Madlibbed in the name of story.

Does Jake Gyllenhaal do a terrible Boston accent? Yes.

Is it a great film? No.

Character development is great when it’s well done. But if it’s not going to be well done I’d rather skip it than trudge through it because that’s what’s supposed to be there.

Not every movie has to be a thinker. It’s ok for the cars to go vroom vroom sometimes and I thought there were a lot of clever and fun sequences.


Нравится
4

Не нравится

Ответить
",reaction,"Borderline. Discusses narrative tropes (Save the Cat, inciting incidents) but ultimately defends the film based on personal preference for mindless action."
"There was some quote from Gyllenhaal back when he made another forgotten Guy Ritchie war film about how he'd never had an on-set experience like it. Apparently Ritchie was just incredibly loose, was making stuff up on the fly, and basically just winging it. I suppose this is really fun and liberating for actors, but a good film it does not make.

Ritchie handed Gyllenhaal a roughly 50-page outline rather than a traditional, finalized script, and explicitly told him not to memorize lines.

The director and actors would evolve and write the scenes together in the morning based on what they discovered throughout the process, giving the project an energetic flow.

Sounds to me like Ritchie's basically found a loophole where he can make big-looking action movies very quickly on a limited budget by cutting loads of corners and, literally, making it up as he goes along. The films never do well theatrically, so I wonder if there's some kind of tax loophole? Or they do well enough on streaming to offset the cost?

Given he keeps getting green-lit the studios must be making money off these things somehow. They're essentially straight-to-DVD movies but with big name actors.",analysis,"Complex. Analyzes the production process, director's style, and business model behind the film."
"I thought it was one of the thinnest, flattest films by a name director in a very long time… The dumbest thing I felt SPOILER was halfway through the movie when the island boss attempts to kill her on his island, that automatically unleashes a legal technicality in New York City that allows them instant full transparency into all of his holding and shell companies and their accounts and assets, despite them being scattered all over the world. They didn’t bother explaining it or setting it up beforehand, it’s not a real thing in real life that anybody knows about, but the movie tried to make it feel like it now changed everything…

",reaction,"Borderline. Criticizes a specific plot point for being unrealistic, but reads more like a personal rant."
